date,market_id,stall_id,commodity,paid_amount_php,label_weight_kg,actual_weight_kg
2026-02-05,MKT_03,MKT_03_STL_021,Tilapia,332.97,2.311,2.313
2026-02-05,MKT_03,MKT_03_STL_025,Tilapia,504.28,3.5,3.498
2026-02-05,MKT_03,MKT_03_STL_031,Tilapia,381.96,2.651,2.495
2026-02-05,MKT_01,MKT_01_STL_015,Carrots,81.37,3.743,3.426
2026-02-05,MKT_01,MKT_01_STL_027,Pork,164.83,0.556,0.509
2026-02-05,MKT_04,MKT_04_STL_010,Bangus,415.6,2.678,2.676
2026-02-05,MKT_01,MKT_01_STL_008,Rice (Sinandomeng),27.04,0.576,0.577
2026-02-05,MKT_02,MKT_02_STL_019,Red Onions,169.43,1.448,1.338
2026-02-05,MKT_03,MKT_03_STL_012,Chicken (Whole),286.72,1.729,1.605
2026-02-05,MKT_05,MKT_05_STL_010,Tomatoes,157.81,2.208,2.045
2026-02-05,MKT_02,MKT_02_STL_003,Carrots,81.01,3.796,3.459
2026-02-05,MKT_03,MKT_03_STL_003,Tilapia,84.14,0.584,0.55
2026-02-05,MKT_03,MKT_03_STL_008,Carrots,78.06,3.696,3.409
2026-02-05,MKT_02,MKT_02_STL_015,Cabbage,102.46,1.973,1.833
2026-02-05,MKT_04,MKT_04_STL_012,Bangus,421.96,2.719,2.718
2026-02-06,MKT_01,MKT_01_STL_015,Bangus,660.22,3.637,3.317
2026-02-06,MKT_01,MKT_01_STL_029,Tomatoes,204.32,3.463,3.461
2026-02-06,MKT_02,MKT_02_STL_004,Pork,856.93,2.859,2.703
2026-02-06,MKT_03,MKT_03_STL_024,Chicken (Whole),446.82,2.638,2.636
2026-02-06,MKT_01,MKT_01_STL_004,Garlic,256.57,3.092,2.855
2026-02-06,MKT_02,MKT_02_STL_004,Carrots,19.82,0.962,0.884
2026-02-06,MKT_04,MKT_04_STL_017,Beef (Rump),1318.95,3.0,2.997
2026-02-06,MKT_01,MKT_01_STL_027,Tomatoes,63.19,1.071,1.004
2026-02-06,MKT_01,MKT_01_STL_010,Pork,626.3,1.946,1.947
2026-02-06,MKT_04,MKT_04_STL_037,Chicken (Whole),219.47,1.232,1.135
2026-02-06,MKT_02,MKT_02_STL_030,Cabbage,121.2,2.72,2.6
2026-02-06,MKT_03,MKT_03_STL_033,Carrots,22.6,0.982,0.981
2026-02-06,MKT_03,MKT_03_STL_003,Bangus,582.14,2.948,2.799
2026-02-06,MKT_02,MKT_02_STL_006,Beef (Rump),1144.97,2.741,2.498
2026-02-06,MKT_01,MKT_01_STL_006,Pork,879.91,2.734,2.496
2026-02-06,MKT_01,MKT_01_STL_012,Tomatoes,49.21,0.834,0.771
2026-02-06,MKT_02,MKT_02_STL_026,Chicken (Whole),502.31,3.296,3.295
2026-02-06,MKT_04,MKT_04_STL_029,Garlic,84.32,0.736,0.694
2026-02-06,MKT_05,MKT_05_STL_002,Bangus,506.49,2.463,2.462
2026-02-06,MKT_03,MKT_03_STL_025,Bangus,576.81,2.921,2.925
2026-02-06,MKT_03,MKT_03_STL_024,Pork,424.74,1.371,1.373
2026-02-06,MKT_02,MKT_02_STL_027,Tilapia,416.89,2.984,2.722
2026-02-06,MKT_01,MKT_01_STL_006,Pork,748.28,2.325,2.219
2026-02-06,MKT_05,MKT_05_STL_010,Tilapia,566.27,3.613,3.362
2026-02-06,MKT_04,MKT_04_STL_027,Carrots,33.59,1.54,1.432
2026-02-06,MKT_02,MKT_02_STL_029,Chicken (Whole),463.91,3.044,3.041
2026-02-06,MKT_02,MKT_02_STL_006,Tilapia,427.65,3.061,2.814
2026-02-06,MKT_04,MKT_04_STL_005,Whole Fish (Galunggong),204.39,0.949,0.879
2026-02-06,MKT_04,MKT_04_STL_009,Garlic,133.47,1.165,1.166
2026-02-06,MKT_03,MKT_03_STL_015,Tomatoes,130.2,1.577,1.448
2026-02-06,MKT_04,MKT_04_STL_011,Beef (Rump),1416.99,3.223,3.012
2026-02-07,MKT_03,MKT_03_STL_008,Rice (Sinandomeng),118.75,2.416,2.304
2026-02-07,MKT_03,MKT_03_STL_017,Carrots,52.68,2.431,2.297
2026-02-07,MKT_02,MKT_02_STL_015,Potatoes,74.97,0.957,0.87
2026-02-07,MKT_03,MKT_03_STL_021,Tomatoes,175.47,2.39,2.393
2026-02-07,MKT_01,MKT_01_STL_004,Beef (Rump),1083.5,2.776,2.612
2026-02-07,MKT_04,MKT_04_STL_023,Whole Fish (Galunggong),333.03,1.633,1.499
2026-02-07,MKT_03,MKT_03_STL_018,Chicken (Whole),587.27,3.046,3.044
2026-02-07,MKT_03,MKT_03_STL_008,Chicken (Whole),523.07,2.713,2.601
2026-02-07,MKT_04,MKT_04_STL_009,Whole Fish (Galunggong),211.28,1.036,1.037
2026-02-07,MKT_02,MKT_02_STL_008,Bangus,269.75,1.521,1.397
2026-02-07,MKT_01,MKT_01_STL_010,Rice (Sinandomeng),183.11,3.472,3.473
2026-02-07,MKT_03,MKT_03_STL_024,Tilapia,269.39,1.766,1.767
2026-02-07,MKT_02,MKT_02_STL_017,Tilapia,349.81,2.771,2.773
2026-02-07,MKT_01,MKT_01_STL_025,Red Onions,271.39,2.677,2.68
2026-02-07,MKT_04,MKT_04_STL_022,Chicken (Whole),463.1,2.602,2.603
2026-02-07,MKT_03,MKT_03_STL_022,Pork,297.2,0.893,0.893
2026-02-07,MKT_03,MKT_03_STL_015,Carrots,71.53,3.301,3.049
2026-02-07,MKT_01,MKT_01_STL_015,Tomatoes,202.12,2.648,2.464
2026-02-07,MKT_03,MKT_03_STL_018,Tomatoes,189.79,2.585,2.588
2026-02-07,MKT_02,MKT_02_STL_026,Rice (Sinandomeng),62.49,1.129,1.129
2026-02-07,MKT_02,MKT_02_STL_012,Chicken (Whole),552.08,2.816,2.706
2026-02-07,MKT_04,MKT_04_STL_025,Potatoes,276.04,3.063,3.068
2026-02-07,MKT_01,MKT_01_STL_018,Rice (Sinandomeng),86.07,1.632,1.63
2026-02-07,MKT_04,MKT_04_STL_017,Cabbage,189.55,3.027,3.025
2026-02-07,MKT_01,MKT_01_STL_006,Pork,502.18,1.674,1.567
2026-02-07,MKT_02,MKT_02_STL_028,Carrots,19.98,0.912,0.852
2026-02-07,MKT_04,MKT_04_STL_025,Tilapia,365.51,2.282,2.28
2026-02-07,MKT_02,MKT_02_STL_008,Cabbage,128.94,2.814,2.668
2026-02-07,MKT_01,MKT_01_STL_017,Pork,392.39,1.308,1.223
2026-02-07,MKT_03,MKT_03_STL_025,Rice (Sinandomeng),120.71,2.456,2.458
2026-02-07,MKT_01,MKT_01_STL_020,Pork,850.47,2.835,2.833
2026-02-07,MKT_02,MKT_02_STL_025,Cabbage,81.28,1.774,1.646
2026-02-07,MKT_01,MKT_01_STL_020,Tomatoes,122.05,1.599,1.602
2026-02-07,MKT_03,MKT_03_STL_011,Pork,288.21,0.866,0.866
2026-02-08,MKT_02,MKT_02_STL_008,Carrots,54.57,2.485,2.261
2026-02-08,MKT_03,MKT_03_STL_021,Tomatoes,98.98,1.321,1.321
2026-02-08,MKT_01,MKT_01_STL_012,Garlic,129.83,1.115,1.043
2026-02-08,MKT_03,MKT_03_STL_028,Bangus,283.91,1.393,1.395
2026-02-08,MKT_01,MKT_01_STL_011,Tilapia,96.33,0.691,0.69
2026-02-08,MKT_02,MKT_02_STL_001,Whole Fish (Galunggong),475.17,2.249,2.113
2026-02-08,MKT_04,MKT_04_STL_034,Potatoes,56.27,0.559,0.559
2026-02-08,MKT_02,MKT_02_STL_030,Red Onions,356.55,3.055,2.85
2026-02-08,MKT_05,MKT_05_STL_006,Pork,732.66,2.211,2.057
2026-02-08,MKT_03,MKT_03_STL_009,Pork,843.59,2.757,2.761
2026-02-08,MKT_04,MKT_04_STL_024,Cabbage,187.55,3.188,3.193
2026-02-08,MKT_01,MKT_01_STL_019,Garlic,313.22,2.69,2.586
2026-02-08,MKT_01,MKT_01_STL_019,Tomatoes,241.44,3.04,2.902
2026-02-08,MKT_05,MKT_05_STL_007,Rice (Sinandomeng),136.86,2.401,2.225
2026-02-08,MKT_03,MKT_03_STL_030,Pork,669.48,2.188,2.187
2026-02-08,MKT_04,MKT_04_STL_029,Carrots,17.28,0.79,0.754
2026-02-08,MKT_01,MKT_01_STL_018,Beef (Rump),700.39,1.59,1.591
2026-02-08,MKT_03,MKT_03_STL_014,Bangus,754.91,3.704,3.431
2026-02-08,MKT_02,MKT_02_STL_012,Chicken (Whole),250.96,1.538,1.402
2026-02-08,MKT_02,MKT_02_STL_001,Red Onions,396.7,3.399,3.214
2026-02-08,MKT_03,MKT_03_STL_020,Tomatoes,73.73,0.984,0.92
2026-02-08,MKT_03,MKT_03_STL_023,Tilapia,307.38,2.273,2.068
2026-02-08,MKT_04,MKT_04_STL_021,Tilapia,326.88,2.318,2.319
2026-02-08,MKT_05,MKT_05_STL_004,Pork,859.57,2.594,2.488
2026-02-08,MKT_04,MKT_04_STL_017,Carrots,23.25,1.063,1.064
2026-02-08,MKT_03,MKT_03_STL_013,Chicken (Whole),599.5,3.371,3.372
2026-02-08,MKT_02,MKT_02_STL_009,Chicken (Whole),392.26,2.404,2.275
2026-02-09,MKT_03,MKT_03_STL_022,Pork,662.24,2.147,2.15
2026-02-09,MKT_01,MKT_01_STL_019,Rice (Sinandomeng),86.69,1.776,1.7
2026-02-09,MKT_01,MKT_01_STL_015,Beef (Rump),1036.92,2.774,2.53
2026-02-09,MKT_03,MKT_03_STL_011,Rice (Sinandomeng),108.92,2.104,2.108
2026-02-09,MKT_01,MKT_01_STL_008,Beef (Rump),1303.07,3.486,3.486
2026-02-09,MKT_03,MKT_03_STL_013,Chicken (Whole),439.68,2.642,2.643
2026-02-09,MKT_04,MKT_04_STL_003,Cabbage,148.11,3.188,2.962
2026-02-09,MKT_04,MKT_04_STL_023,Bangus,500.17,3.14,2.965
2026-02-09,MKT_04,MKT_04_STL_036,Whole Fish (Galunggong),392.63,1.876,1.801
2026-02-09,MKT_04,MKT_04_STL_020,Garlic,151.51,1.312,1.242
2026-02-09,MKT_02,MKT_02_STL_028,Red Onions,82.14,0.891,0.83
2026-02-09,MKT_02,MKT_02_STL_006,Pork,501.36,1.555,1.488
2026-02-09,MKT_01,MKT_01_STL_028,Tilapia,456.74,2.972,2.834
2026-02-09,MKT_03,MKT_03_STL_012,Chicken (Whole),229.99,1.382,1.321
2026-02-09,MKT_05,MKT_05_STL_008,Chicken (Whole),313.47,1.712,1.636
2026-02-09,MKT_03,MKT_03_STL_018,Pork,316.78,1.027,1.027
2026-02-09,MKT_02,MKT_02_STL_007,Beef (Rump),930.79,2.466,2.266
2026-02-09,MKT_02,MKT_02_STL_010,Pork,728.02,2.258,2.087
2026-02-09,MKT_03,MKT_03_STL_024,Beef (Rump),928.2,2.155,2.155
2026-02-09,MKT_05,MKT_05_STL_009,Carrots,21.85,1.013,1.012
2026-02-09,MKT_02,MKT_02_STL_026,Bangus,175.79,1.042,1.042
2026-02-09,MKT_03,MKT_03_STL_030,Bangus,406.67,1.928,1.931
2026-02-09,MKT_04,MKT_04_STL_005,Carrots,62.43,2.772,2.56
2026-02-09,MKT_04,MKT_04_STL_008,Cabbage,40.79,0.878,0.879
2026-02-09,MKT_04,MKT_04_STL_020,Potatoes,122.39,1.426,1.302
2026-02-09,MKT_02,MKT_02_STL_004,Cabbage,185.84,3.705,3.423
2026-02-09,MKT_03,MKT_03_STL_028,Chicken (Whole),421.54,2.533,2.535
2026-02-09,MKT_04,MKT_04_STL_008,Tomatoes,80.02,1.05,1.049
2026-02-09,MKT_04,MKT_04_STL_006,Whole Fish (Galunggong),421.72,2.015,1.906
2026-02-09,MKT_01,MKT_01_STL_026,Bangus,344.4,2.062,2.062
2026-02-09,MKT_03,MKT_03_STL_002,Chicken (Whole),235.82,1.417,1.416
2026-02-09,MKT_03,MKT_03_STL_024,Beef (Rump),739.98,1.718,1.72
2026-02-09,MKT_04,MKT_04_STL_036,Pork,826.92,2.511,2.404
2026-02-10,MKT_04,MKT_04_STL_014,Pork,340.56,1.038,0.995
2026-02-10,MKT_02,MKT_02_STL_023,Potatoes,119.32,1.488,1.358
2026-02-10,MKT_04,MKT_04_STL_028,Whole Fish (Galunggong),667.29,3.428,3.123
2026-02-10,MKT_03,MKT_03_STL_005,Bangus,509.36,2.774,2.531
2026-02-10,MKT_05,MKT_05_STL_010,Rice (Sinandomeng),113.64,2.076,1.939
2026-02-10,MKT_02,MKT_02_STL_001,Cabbage,206.24,3.423,3.164
2026-02-10,MKT_01,MKT_01_STL_020,Bangus,102.46,0.541,0.542
2026-02-10,MKT_03,MKT_03_STL_030,Carrots,55.72,2.642,2.642
2026-02-10,MKT_02,MKT_02_STL_027,Potatoes,135.36,1.688,1.535
2026-02-10,MKT_03,MKT_03_STL_017,Carrots,53.76,2.549,2.322
2026-02-10,MKT_05,MKT_05_STL_003,Red Onions,499.31,3.373,3.211
2026-02-10,MKT_01,MKT_01_STL_014,Tilapia,447.78,3.017,3.018
2026-02-10,MKT_02,MKT_02_STL_022,Carrots,39.76,1.879,1.768
2026-02-10,MKT_04,MKT_04_STL_024,Tilapia,469.21,3.406,3.409
2026-02-10,MKT_02,MKT_02_STL_009,Cabbage,80.67,1.339,1.249
2026-02-10,MKT_04,MKT_04_STL_034,Whole Fish (Galunggong),597.61,3.07,3.073
2026-02-10,MKT_01,MKT_01_STL_021,Tomatoes,94.63,1.454,1.381
2026-02-10,MKT_04,MKT_04_STL_033,Potatoes,235.4,2.546,2.394
2026-02-10,MKT_02,MKT_02_STL_027,Beef (Rump),1410.69,3.608,3.287
2026-02-10,MKT_03,MKT_03_STL_033,Carrots,69.77,3.308,3.306
2026-02-10,MKT_03,MKT_03_STL_012,Tomatoes,54.56,0.699,0.672
2026-02-10,MKT_05,MKT_05_STL_007,Tomatoes,112.25,1.577,1.486
2026-02-10,MKT_03,MKT_03_STL_024,Carrots,32.67,1.549,1.549
2026-02-10,MKT_01,MKT_01_STL_022,Bangus,309.84,1.636,1.564
2026-02-10,MKT_03,MKT_03_STL_015,Tomatoes,91.4,1.171,1.093
2026-02-10,MKT_03,MKT_03_STL_019,Rice (Sinandomeng),101.26,1.733,1.732
2026-02-10,MKT_04,MKT_04_STL_032,Carrots,22.95,1.044,0.967
2026-02-11,MKT_03,MKT_03_STL_030,Tomatoes,173.54,1.684,1.686
2026-02-11,MKT_02,MKT_02_STL_012,Bangus,556.74,3.406,3.177
2026-02-11,MKT_04,MKT_04_STL_001,Beef (Rump),349.99,0.881,0.826
2026-02-11,MKT_01,MKT_01_STL_015,Tomatoes,82.48,1.046,0.986
2026-02-11,MKT_04,MKT_04_STL_026,Bangus,90.11,0.565,0.517
2026-02-11,MKT_04,MKT_04_STL_020,Potatoes,91.03,1.151,1.095
2026-02-11,MKT_02,MKT_02_STL_006,Carrots,19.21,0.96,0.901
2026-02-11,MKT_04,MKT_04_STL_038,Tilapia,489.64,3.362,3.203
2026-02-11,MKT_02,MKT_02_STL_022,Chicken (Whole),640.33,3.671,3.345
2026-02-11,MKT_02,MKT_02_STL_019,Beef (Rump),366.46,0.915,0.856
2026-02-11,MKT_04,MKT_04_STL_024,Tomatoes,267.98,2.899,2.899
2026-02-11,MKT_04,MKT_04_STL_012,Tilapia,401.09,2.754,2.753
2026-02-11,MKT_04,MKT_04_STL_025,Bangus,320.24,2.008,2.006
2026-02-11,MKT_01,MKT_01_STL_004,Bangus,153.12,0.981,0.894
2026-02-11,MKT_03,MKT_03_STL_004,Carrots,19.57,0.877,0.878
2026-02-11,MKT_05,MKT_05_STL_005,Carrots,58.98,2.798,2.802
2026-02-11,MKT_02,MKT_02_STL_003,Cabbage,193.39,3.187,2.99
2026-02-11,MKT_01,MKT_01_STL_007,Garlic,286.61,2.71,2.712
2026-02-11,MKT_04,MKT_04_STL_032,Beef (Rump),559.36,1.408,1.347
2026-02-11,MKT_01,MKT_01_STL_017,Bangus,203.54,1.304,1.243
2026-02-11,MKT_01,MKT_01_STL_022,Red Onions,138.25,1.121,1.061
2026-02-11,MKT_01,MKT_01_STL_025,Pork,954.78,3.096,3.093
2026-02-11,MKT_02,MKT_02_STL_005,Chicken (Whole),464.51,2.663,2.499
2026-02-11,MKT_02,MKT_02_STL_027,Tomatoes,243.28,2.851,2.619
2026-02-11,MKT_04,MKT_04_STL_012,Potatoes,212.83,2.691,2.691
2026-02-11,MKT_03,MKT_03_STL_033,Chicken (Whole),586.95,3.477,3.478
2026-02-11,MKT_04,MKT_04_STL_037,Cabbage,43.63,0.991,0.946
2026-02-12,MKT_02,MKT_02_STL_010,Carrots,29.51,1.39,1.322
2026-02-12,MKT_04,MKT_04_STL_025,Rice (Sinandomeng),104.69,1.779,1.779
2026-02-12,MKT_04,MKT_04_STL_002,Pork,1058.41,3.287,3.093
2026-02-12,MKT_02,MKT_02_STL_028,Red Onions,226.21,1.53,1.419
2026-02-12,MKT_03,MKT_03_STL_002,Chicken (Whole),194.92,1.164,1.165
2026-02-12,MKT_04,MKT_04_STL_035,Carrots,46.01,2.19,2.03
2026-02-12,MKT_02,MKT_02_STL_017,Beef (Rump),347.64,0.829,0.83
2026-02-12,MKT_05,MKT_05_STL_006,Tilapia,352.91,2.779,2.635
2026-02-12,MKT_02,MKT_02_STL_027,Carrots,23.08,1.087,1.045
2026-02-12,MKT_04,MKT_04_STL_024,Cabbage,189.95,2.73,2.734
2026-02-12,MKT_01,MKT_01_STL_010,Tomatoes,94.7,1.34,1.34
2026-02-12,MKT_03,MKT_03_STL_002,Bangus,156.47,1.056,1.055
2026-02-12,MKT_01,MKT_01_STL_017,Tilapia,209.84,1.573,1.503
2026-02-12,MKT_04,MKT_04_STL_004,Cabbage,40.43,0.581,0.541
2026-02-12,MKT_01,MKT_01_STL_004,Rice (Sinandomeng),86.77,1.62,1.494
2026-02-12,MKT_04,MKT_04_STL_015,Tilapia,458.3,2.935,2.729
2026-02-12,MKT_02,MKT_02_STL_018,Garlic,199.19,1.743,1.615
2026-02-12,MKT_03,MKT_03_STL_002,Chicken (Whole),376.62,2.249,2.253
2026-02-12,MKT_03,MKT_03_STL_015,Pork,292.83,0.966,0.891
2026-02-12,MKT_01,MKT_01_STL_023,Pork,193.36,0.624,0.623
2026-02-12,MKT_03,MKT_03_STL_002,Chicken (Whole),180.52,1.078,1.079
2026-02-12,MKT_03,MKT_03_STL_006,Pork,235.84,0.778,0.725
2026-02-12,MKT_03,MKT_03_STL_010,Tilapia,174.48,1.403,1.404
2026-02-12,MKT_04,MKT_04_STL_028,Whole Fish (Galunggong),250.98,1.198,1.106
2026-02-12,MKT_04,MKT_04_STL_017,Carrots,18.53,0.882,0.883
2026-02-12,MKT_02,MKT_02_STL_018,Potatoes,136.92,1.375,1.258
2026-02-12,MKT_04,MKT_04_STL_027,Red Onions,359.43,3.746,3.425
2026-02-12,MKT_03,MKT_03_STL_019,Tomatoes,252.73,2.386,2.39
2026-02-12,MKT_04,MKT_04_STL_040,Bangus,144.8,0.702,0.703
2026-02-12,MKT_03,MKT_03_STL_032,Carrots,20.54,1.0,1.001
2026-02-12,MKT_04,MKT_04_STL_033,Rice (Sinandomeng),88.39,1.502,1.369
2026-02-12,MKT_02,MKT_02_STL_012,Carrots,66.2,3.118,2.883
2026-02-13,MKT_02,MKT_02_STL_013,Tomatoes,171.5,2.79,2.554
2026-02-13,MKT_03,MKT_03_STL_032,Pork,324.39,0.997,0.997
2026-02-13,MKT_02,MKT_02_STL_020,Bangus,395.88,2.185,2.187
2026-02-13,MKT_03,MKT_03_STL_004,Beef (Rump),508.1,1.119,1.121
2026-02-13,MKT_01,MKT_01_STL_027,Garlic,150.82,1.247,1.153
2026-02-13,MKT_01,MKT_01_STL_009,Red Onions,284.96,2.02,1.866
2026-02-13,MKT_01,MKT_01_STL_019,Red Onions,196.51,1.393,1.277
2026-02-13,MKT_04,MKT_04_STL_018,Beef (Rump),1123.05,2.817,2.625
2026-02-13,MKT_02,MKT_02_STL_010,Rice (Sinandomeng),70.81,1.256,1.172
2026-02-13,MKT_01,MKT_01_STL_025,Beef (Rump),236.39,0.616,0.617
2026-02-13,MKT_02,MKT_02_STL_012,Beef (Rump),1426.46,3.467,3.282
2026-02-13,MKT_03,MKT_03_STL_013,Carrots,50.27,2.424,2.427
2026-02-13,MKT_04,MKT_04_STL_032,Chicken (Whole),423.79,2.188,2.104
2026-02-13,MKT_02,MKT_02_STL_025,Tilapia,394.84,2.634,2.398
2026-02-13,MKT_04,MKT_04_STL_012,Tilapia,105.7,0.75,0.75
2026-02-13,MKT_04,MKT_04_STL_008,Red Onions,198.79,1.29,1.292
2026-02-13,MKT_02,MKT_02_STL_002,Garlic,155.52,1.522,1.385
2026-02-13,MKT_04,MKT_04_STL_008,Cabbage,201.0,2.949,2.948
2026-02-13,MKT_02,MKT_02_STL_026,Chicken (Whole),473.92,2.688,2.691
2026-02-13,MKT_01,MKT_01_STL_014,Beef (Rump),1310.12,3.414,3.415
2026-02-13,MKT_05,MKT_05_STL_003,Garlic,72.62,0.888,0.819
2026-02-13,MKT_04,MKT_04_STL_007,Bangus,656.71,3.522,3.337
2026-02-13,MKT_04,MKT_04_STL_034,Cabbage,163.72,2.402,2.403
2026-02-13,MKT_04,MKT_04_STL_032,Tomatoes,125.56,1.227,1.162
2026-02-13,MKT_02,MKT_02_STL_029,Garlic,244.21,2.39,2.389
2026-02-13,MKT_03,MKT_03_STL_023,Bangus,155.57,1.019,0.967
2026-02-13,MKT_02,MKT_02_STL_015,Potatoes,141.6,1.89,1.802
2026-02-13,MKT_01,MKT_01_STL_018,Tomatoes,79.09,0.78,0.781
2026-02-13,MKT_01,MKT_01_STL_028,Rice (Sinandomeng),158.79,3.096,2.947
2026-02-13,MKT_03,MKT_03_STL_031,Tomatoes,261.1,3.499,3.33
2026-02-13,MKT_01,MKT_01_STL_007,Beef (Rump),215.67,0.562,0.563
2026-02-13,MKT_02,MKT_02_STL_022,Rice (Sinandomeng),179.96,3.192,2.952
2026-02-14,MKT_04,MKT_04_STL_018,Pork,300.5,0.992,0.931
2026-02-14,MKT_04,MKT_04_STL_039,Tomatoes,322.11,3.544,3.227
2026-02-14,MKT_04,MKT_04_STL_013,Pork,848.78,2.802,2.673
2026-02-14,MKT_04,MKT_04_STL_008,Whole Fish (Galunggong),703.71,2.923,2.924
2026-02-14,MKT_04,MKT_04_STL_017,Bangus,265.65,1.649,1.652
2026-02-14,MKT_03,MKT_03_STL_023,Carrots,64.9,3.009,2.79
2026-02-14,MKT_04,MKT_04_STL_015,Carrots,20.82,0.974,0.897
2026-02-14,MKT_01,MKT_01_STL_013,Beef (Rump),412.29,1.0,0.928
2026-02-14,MKT_01,MKT_01_STL_001,Carrots,59.1,2.994,2.877
2026-02-14,MKT_01,MKT_01_STL_025,Pork,634.65,2.128,2.127
2026-02-14,MKT_03,MKT_03_STL_012,Pork,368.52,1.183,1.107
2026-02-14,MKT_01,MKT_01_STL_020,Garlic,396.17,3.178,3.177
2026-02-14,MKT_03,MKT_03_STL_017,Beef (Rump),657.8,1.569,1.495
2026-02-14,MKT_01,MKT_01_STL_027,Carrots,44.41,2.25,2.131
2026-02-14,MKT_04,MKT_04_STL_019,Red Onions,125.8,0.869,0.869
2026-02-14,MKT_04,MKT_04_STL_037,Pork,676.12,2.232,2.134
2026-02-14,MKT_02,MKT_02_STL_001,Bangus,161.25,1.014,0.926
2026-02-14,MKT_02,MKT_02_STL_027,Carrots,26.42,1.254,1.18
2026-02-14,MKT_02,MKT_02_STL_020,Tilapia,322.68,2.463,2.466
2026-02-14,MKT_01,MKT_01_STL_016,Bangus,495.16,2.772,2.56
2026-02-14,MKT_03,MKT_03_STL_013,Pork,615.86,1.977,1.975
2026-02-14,MKT_01,MKT_01_STL_011,Chicken (Whole),153.04,0.806,0.805
2026-02-14,MKT_02,MKT_02_STL_017,Tilapia,95.38,0.728,0.729
2026-02-14,MKT_03,MKT_03_STL_011,Tilapia,484.16,3.272,3.27
2026-02-14,MKT_03,MKT_03_STL_025,Carrots,49.85,2.311,2.314
2026-02-14,MKT_04,MKT_04_STL_034,Red Onions,217.57,1.503,1.505
2026-02-15,MKT_01,MKT_01_STL_022,Rice (Sinandomeng),160.82,3.437,3.179
2026-02-15,MKT_03,MKT_03_STL_003,Beef (Rump),640.44,1.616,1.545
2026-02-15,MKT_04,MKT_04_STL_017,Tomatoes,257.83,2.487,2.485
2026-02-15,MKT_02,MKT_02_STL_025,Whole Fish (Galunggong),648.77,3.504,3.221
2026-02-15,MKT_04,MKT_04_STL_003,Whole Fish (Galunggong),101.73,0.556,0.507
2026-02-15,MKT_02,MKT_02_STL_001,Rice (Sinandomeng),154.7,2.971,2.833
2026-02-15,MKT_04,MKT_04_STL_020,Rice (Sinandomeng),105.89,1.811,1.672
2026-02-15,MKT_04,MKT_04_STL_013,Whole Fish (Galunggong),683.17,3.734,3.429
2026-02-15,MKT_02,MKT_02_STL_020,Pork,669.26,2.236,2.234
2026-02-15,MKT_01,MKT_01_STL_028,Beef (Rump),428.98,0.989,0.934
2026-02-15,MKT_02,MKT_02_STL_021,Rice (Sinandomeng),57.9,1.112,1.046
2026-02-15,MKT_03,MKT_03_STL_010,Tilapia,273.63,1.982,1.983
2026-02-15,MKT_03,MKT_03_STL_032,Bangus,362.07,2.305,2.305
2026-02-15,MKT_02,MKT_02_STL_021,Rice (Sinandomeng),163.29,3.136,2.906
2026-02-15,MKT_03,MKT_03_STL_020,Chicken (Whole),325.61,1.77,1.65
2026-02-15,MKT_03,MKT_03_STL_011,Tomatoes,145.87,2.098,2.097
2026-02-15,MKT_04,MKT_04_STL_010,Bangus,131.9,0.751,0.751
2026-02-15,MKT_02,MKT_02_STL_018,Red Onions,248.49,2.416,2.234
2026-02-15,MKT_01,MKT_01_STL_008,Chicken (Whole),439.14,2.606,2.609
2026-02-15,MKT_01,MKT_01_STL_011,Carrots,23.18,1.111,1.11
2026-02-15,MKT_05,MKT_05_STL_009,Tilapia,308.5,2.177,2.175
2026-02-15,MKT_03,MKT_03_STL_023,Pork,230.81,0.72,0.679
2026-02-15,MKT_02,MKT_02_STL_020,Whole Fish (Galunggong),546.93,2.954,2.957
2026-02-15,MKT_03,MKT_03_STL_019,Rice (Sinandomeng),163.77,3.005,3.006
2026-02-15,MKT_03,MKT_03_STL_008,Bangus,210.02,1.337,1.227
2026-02-15,MKT_04,MKT_04_STL_022,Carrots,58.3,2.736,2.741
2026-02-15,MKT_01,MKT_01_STL_029,Rice (Sinandomeng),76.22,1.629,1.632
2026-02-15,MKT_02,MKT_02_STL_020,Bangus,266.98,1.615,1.615
2026-02-15,MKT_03,MKT_03_STL_004,Pork,618.7,1.93,1.93
2026-02-15,MKT_01,MKT_01_STL_025,Rice (Sinandomeng),27.61,0.59,0.591
2026-02-15,MKT_02,MKT_02_STL_014,Pork,384.61,1.285,1.235
2026-02-15,MKT_01,MKT_01_STL_009,Bangus,167.68,0.997,0.949
2026-02-15,MKT_04,MKT_04_STL_014,Potatoes,105.99,0.986,0.92
2026-02-16,MKT_05,MKT_05_STL_004,Tomatoes,136.69,1.84,1.735
2026-02-16,MKT_04,MKT_04_STL_018,Whole Fish (Galunggong),600.46,2.534,2.435
2026-02-16,MKT_03,MKT_03_STL_014,Pork,311.34,1.058,0.968
2026-02-16,MKT_03,MKT_03_STL_004,Carrots,49.18,2.31,2.313
2026-02-16,MKT_02,MKT_02_STL_009,Rice (Sinandomeng),30.9,0.581,0.533
2026-02-16,MKT_01,MKT_01_STL_009,Tomatoes,200.38,2.356,2.162
2026-02-16,MKT_02,MKT_02_STL_007,Garlic,195.37,2.172,2.006
2026-02-16,MKT_02,MKT_02_STL_027,Bangus,604.58,3.479,3.294
